vial	vial name	vial sub	line	line sub	hESCreg	donor	donor sub	batch
SAMEA3251720	HUB-BRT vial 052	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251718	HUB-BRT vial 053	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251708	HUB-BRT vial 054	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251696	HUB-BRT vial 055	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251692	HUB-BRT vial 056	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251752	HUB-BRT vial 057	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251744	HUB-BRT vial 058	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251737	HUB-BRT vial 059	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251709	HUB-BRT vial 060	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251719	HUB-BRT vial 061	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251686	HUB-BRT vial 062	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251694	HUB-BRT vial 063	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251703	HUB-BRT vial 064	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251742	HUB-BRT vial 065	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251754	HUB-BRT vial 066	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251726	HUB-BRT vial 067	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251732	HUB-BRT vial 068	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251702	HUB-BRT vial 069	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251712	HUB-BRT vial 070	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251721	HUB-BRT vial 071	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251730	HUB-BRT vial 072	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251734	HUB-BRT vial 073	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251740	HUB-BRT vial 074	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251738	HUB-BRT vial 075	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251747	HUB-BRT vial 076	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251693	HUB-BRT vial 077	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251695	HUB-BRT vial 078	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251711	HUB-BRT vial 079	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251715	HUB-BRT vial 080	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251710	HUB-BRT vial 081	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251700	HUB-BRT vial 082	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251689	HUB-BRT vial 083	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251736	HUB-BRT vial 084	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251746	HUB-BRT vial 085	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251753	HUB-BRT vial 086	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251727	HUB-BRT vial 087	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251735	HUB-BRT vial 088	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251706	HUB-BRT vial 089	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251723	HUB-BRT vial 090	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251714	HUB-BRT vial 091	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251733	HUB-BRT vial 092	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251728	HUB-BRT vial 093	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251750	HUB-BRT vial 094	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251743	HUB-BRT vial 095	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251699	HUB-BRT vial 096	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251698	HUB-BRT vial 097	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251685	HUB-BRT vial 098	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251717	HUB-BRT vial 099	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251739	HUB-BRT vial 100	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251697	HUB-BRT vial 101	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251701	HUB-BRT vial 102	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251688	HUB-BRT vial 103	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251722	HUB-BRT vial 104	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251705	HUB-BRT vial 105	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251741	HUB-BRT vial 106	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251751	HUB-BRT vial 107	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251729	HUB-BRT vial 108	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251724	HUB-BRT vial 109	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251713	HUB-BRT vial 110	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251704	HUB-BRT vial 111	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251691	HUB-BRT vial 112	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251687	HUB-BRT vial 113	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251749	HUB-BRT vial 114	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251745	HUB-BRT vial 115	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251731	HUB-BRT vial 116	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251725	HUB-BRT vial 117	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251716	HUB-BRT vial 118	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251707	HUB-BRT vial 119	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3251748	HUB-BRT vial 120	GSB-160	SAMEA2629457	GSB-160	HUBi001-A	SAMEA2629548	GSB-160	SAMEG263886
SAMEA3473859	HUBi001-A1 vial 01	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473826	HUBi001-A1 vial 02	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473814	HUBi001-A1 vial 03	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473829	HUBi001-A1 vial 04	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473842	HUBi001-A1 vial 05	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473858	HUBi001-A1 vial 06	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473823	HUBi001-A1 vial 07	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473837	HUBi001-A1 vial 08	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473850	HUBi001-A1 vial 09	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473819	HUBi001-A1 vial 10	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473834	HUBi001-A1 vial 11	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473848	HUBi001-A1 vial 12	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473863	HUBi001-A1 vial 13	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473853	HUBi001-A1 vial 14	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473816	HUBi001-A1 vial 15	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473831	HUBi001-A1 vial 16	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473847	HUBi001-A1 vial 17	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473861	HUBi001-A1 vial 18	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473824	HUBi001-A1 vial 19	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473844	HUBi001-A1 vial 20	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473856	HUBi001-A1 vial 21	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473820	HUBi001-A1 vial 22	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473836	HUBi001-A1 vial 23	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473851	HUBi001-A1 vial 24	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473840	HUBi001-A1 vial 25	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473854	HUBi001-A1 vial 26	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473817	HUBi001-A1 vial 27	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473835	HUBi001-A1 vial 28	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473849	HUBi001-A1 vial 29	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473813	HUBi001-A1 vial 30	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473832	HUBi001-A1 vial 31	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473845	HUBi001-A1 vial 32	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473857	HUBi001-A1 vial 33	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473822	HUBi001-A1 vial 34	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473839	HUBi001-A1 vial 35	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473828	HUBi001-A1 vial 36	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473841	HUBi001-A1 vial 37	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473855	HUBi001-A1 vial 38	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473821	HUBi001-A1 vial 39	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473862	HUBi001-A1 vial 40	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473852	HUBi001-A1 vial 41	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473818	HUBi001-A1 vial 42	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473833	HUBi001-A1 vial 43	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473846	HUBi001-A1 vial 44	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473860	HUBi001-A1 vial 45	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473827	HUBi001-A1 vial 46	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473815	HUBi001-A1 vial 47	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473830	HUBi001-A1 vial 48	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473843	HUBi001-A1 vial 49	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473838	HUBi001-A1 vial 50	GSB-248	SAMEA3473825	GSB-248	HUBi001-A1	SAMEA2629548	GSB-160	SAMEG301430
SAMEA3473895	HUBi001-A2 vial 01	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473891	HUBi001-A2 vial 02	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473905	HUBi001-A2 vial 03	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473864	HUBi001-A2 vial 04	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473885	HUBi001-A2 vial 05	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473900	HUBi001-A2 vial 06	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473907	HUBi001-A2 vial 07	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473870	HUBi001-A2 vial 08	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473869	HUBi001-A2 vial 09	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473911	HUBi001-A2 vial 10	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473875	HUBi001-A2 vial 11	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473883	HUBi001-A2 vial 12	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473880	HUBi001-A2 vial 13	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473893	HUBi001-A2 vial 14	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473901	HUBi001-A2 vial 15	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473874	HUBi001-A2 vial 16	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473888	HUBi001-A2 vial 17	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473894	HUBi001-A2 vial 18	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473908	HUBi001-A2 vial 19	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473878	HUBi001-A2 vial 20	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473897	HUBi001-A2 vial 21	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473913	HUBi001-A2 vial 22	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473872	HUBi001-A2 vial 23	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473867	HUBi001-A2 vial 24	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473881	HUBi001-A2 vial 25	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473889	HUBi001-A2 vial 26	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473912	HUBi001-A2 vial 27	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473876	HUBi001-A2 vial 28	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473882	HUBi001-A2 vial 29	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473902	HUBi001-A2 vial 30	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473866	HUBi001-A2 vial 31	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473884	HUBi001-A2 vial 32	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473899	HUBi001-A2 vial 33	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473909	HUBi001-A2 vial 34	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473904	HUBi001-A2 vial 35	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473868	HUBi001-A2 vial 36	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473877	HUBi001-A2 vial 37	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473898	HUBi001-A2 vial 38	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473914	HUBi001-A2 vial 39	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473879	HUBi001-A2 vial 40	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473890	HUBi001-A2 vial 41	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473903	HUBi001-A2 vial 42	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473873	HUBi001-A2 vial 43	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473887	HUBi001-A2 vial 44	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473896	HUBi001-A2 vial 45	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473892	HUBi001-A2 vial 46	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473906	HUBi001-A2 vial 47	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473865	HUBi001-A2 vial 48	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473886	HUBi001-A2 vial 49	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA3473871	HUBi001-A2 vial 50	GSB-249	SAMEA3473910	GSB-249	HUBi001-A2	SAMEA2629548	GSB-160	SAMEG301431
SAMEA2785970	HUBi002-A vial 01	GSB-110	SAMEA2785992	GSB-110	HUBi002-A	SAMEA2785999	GSB-110	SAMEG301510
SAMEA2785980	HUBi002-A vial 02	GSB-110	SAMEA2785992	GSB-110	HUBi002-A	SAMEA2785999	GSB-110	SAMEG301510
SAMEA2785994	HUBi002-A vial 03	GSB-110	SAMEA2785992	GSB-110	HUBi002-A	SAMEA2785999	GSB-110	SAMEG301510
SAMEA2785998	HUBi002-A vial 04	GSB-110	SAMEA2785992	GSB-110	HUBi002-A	SAMEA2785999	GSB-110	SAMEG301510
SAMEA2786012	HUBi002-A vial 05	GSB-110	SAMEA2785992	GSB-110	HUBi002-A	SAMEA2785999	GSB-110	SAMEG301510
SAMEA2785974	HUBi002-A vial 06	GSB-110	SAMEA2785992	GSB-110	HUBi002-A	SAMEA2785999	GSB-110	SAMEG301510
SAMEA2785988	HUBi002-A vial 07	GSB-110	SAMEA2785992	GSB-110	HUBi002-A	SAMEA2785999	GSB-110	SAMEG301510
SAMEA2785993	HUBi002-A vial 08	GSB-110	SAMEA2785992	GSB-110	HUBi002-A	SAMEA2785999	GSB-110	SAMEG301510
SAMEA2786009	HUBi002-A vial 09	GSB-110	SAMEA2785992	GSB-110	HUBi002-A	SAMEA2785999	GSB-110	SAMEG301510
SAMEA2786011	HUBi002-A vial 10	GSB-110	SAMEA2785992	GSB-110	HUBi002-A	SAMEA2785999	GSB-110	SAMEG301510
SAMEA2785968	HUBi002-A vial 11	GSB-110	SAMEA2785992	GSB-110	HUBi002-A	SAMEA2785999	GSB-110	SAMEG301510
SAMEA2785990	HUBi002-A vial 12	GSB-110	SAMEA2785992	GSB-110	HUBi002-A	SAMEA2785999	GSB-110	SAMEG301510
SAMEA2785997	HUBi002-A vial 13	GSB-110	SAMEA2785992	GSB-110	HUBi002-A	SAMEA2785999	GSB-110	SAMEG301510
SAMEA2786013	HUBi002-A vial 14	GSB-110	SAMEA2785992	GSB-110	HUBi002-A	SAMEA2785999	GSB-110	SAMEG301510
SAMEA2786005	HUBi002-A vial 15	GSB-110	SAMEA2785992	GSB-110	HUBi002-A	SAMEA2785999	GSB-110	SAMEG301510
SAMEA2785967	HUBi002-A vial 16	GSB-110	SAMEA2785992	GSB-110	HUBi002-A	SAMEA2785999	GSB-110	SAMEG301510
SAMEA2785985	HUBi002-A vial 17	GSB-110	SAMEA2785992	GSB-110	HUBi002-A	SAMEA2785999	GSB-110	SAMEG301510
SAMEA2785996	HUBi002-A vial 18	GSB-110	SAMEA2785992	GSB-110	HUBi002-A	SAMEA2785999	GSB-110	SAMEG301510
